Last,Address,Address2,Address3,City,State,Zip,Country,Phone,Fax,Email,Account No.,Store,Work,Work Phone,Promo,Contact,Salesperson,Sales Last Year,Sales This Year,First Buy,Last Buy,Bill To Account No.,Tax Status,Tax ID,Alt Tax Rate,Belongs To
STANLEY STEEMER - PHOENIX BRANCH,560543 99084,1440 WEST DRIVERS WAY,,TEMPE,AZ,85284,,,,,66099,2,,,,,Ken Yanicky,2507.6,3353.95,9/26/2019,7/27/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - PITTSBURGH,560543,206 BILMAR DR,,PITTSBURGH,PA,15205,,,,,68261,2,,,,,,245.8,0,6/1/2020,6/15/2020,14391-3,,,,Stanley Steemer
STANLEY STEEMER - PORT ST LUCIE,560543 1058300,400 NW MARKET PL,,PORT ST LUCIE,FL,34986,,,,,66334,2,,,,,,528,279.75,10/16/2019,6/10/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - PORTLAND BRANCH,560543 99026,5508 NE CLARA LN,,HILLSBORO,OR,97124,,,,,66112,2,,,,,Ken Yanicky,880,1113.6,9/26/2019,7/8/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - POTTSTOWN,560543,1600 SWAMP PIKE,,GILBERTSVILLE,PA,19525,,,,,66359,2,,,,,,656,563.2,10/16/2019,7/27/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - PRESCOTT VALLEY,560543,8676 E LONG MESA DR,,PRESCOTT VALLEY,AZ,86314,,,,,66079,2,,,,,Ken Yanicky,354.9,360.65,9/26/2019,7/8/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - PROVIDENCE BRANCH,560543 99039,57 VERMONT AVE,,WARWICK,RI,2888,,,,,66762,2,,,,,,1419.6,1351.2,11/15/2019,7/27/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - RALEIGH BRANCH,560543,200 BRICKSTEEL LANE,,GARNER,NC,27529,,,,,66156,2,,,,,Ken Yanicky,891.6,2838.25,10/2/2019,7/27/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - RICHMOND,560543,1754  OAK LAKE BLVD,,MIDLOTHIAN,VA,23112,,,,,66133,2,,,,,Ken Yanicky,3742.4,2415.85,9/26/2019,7/27/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - RIVERVIEW BRANCH,560543 040968,3715 CRESCENT PARK DRIVE,,RIVERVIEW,FL,33578,,,,,68116,2,,,,,Krista,13156,1387.25,6/5/2020,5/30/2021,14391-3,Exempt,,,Stanley Steemer
STANLEY STEEMER - SALEM BRANCH,560543 1052800,120 BAYNE RD,,SALEM,VA,24153,,,,,66146,2,,,,,Ken Yanicky,1264,1891.5,10/2/2019,7/27/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - SALISBURY,560543,1 GERALD CT,SUITE 1,DELMAR,DE,19940,,,,,66304,2,,,,,,439.25,1144,10/21/2019,6/22/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - SALT LAKE CITY BRANCH,560543 99036,190 W COTTAGE AVE,,SANDY,UT,84070,,,,,14895,3,,,,,Ken Yanicky,967.25,1548,9/25/2019,6/10/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - SAN ANTONIO,560543,4985 EISENHAUER RD,SUITE 102,SAN ANTONIO,TX,78218,,,,,66020,2,,,,,Ken Yanicky,2462.5,2130.2,9/25/2019,7/27/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - SAN BERNADINO BRANCH,560543,9051 ROCHESTER AVE,STE G,RANCHO CUCAMONGA,CA,91730,,,,,71536,2,,,,,,0,862.5,4/12/2021,4/12/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - SAN FRANCISCO,560543 049767,5913 3RD ST,,SAN FRANCISCO,CA,94124,,,,,66135,2,,,,,Ken Yanicky,384,275.2,9/26/2019,6/22/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - SAN JOSE,560543,255 E BROKAW RD,SUITE19,SAN JOSE,CA,95112,,,,,66454,2,,,,,Ken Yanicky,2004.35,467.25,10/31/2019,6/22/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - SC  BRANCH,56053,1235 BROUGHTON BLVD,,FLORENCE,SC,29501,,,,,71377,2,,,,,,0,196.35,3/12/2021,3/29/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - SCOTT CITY,56043,3240 NASH RD,,SCOTT CITY,MO,63780,,,,,71924,2,,,,,,0,172,5/28/2021,7/16/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - SEATTLE BRANCH,560543 99024,18027 HIGHWAY 99,UNIT G,LYNNWOOD,WA,98037,,,,,66021,2,,,,,Ken Yanicky,1432.7,827.2,9/25/2019,7/27/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - SOUTH CHICAGO,560543,4 TERRITORIAL CT,SUITE B,BOLINGBROOK,IL,60440,,,,,66019,2,,,,,Ken Yanicky,416,3384.3,9/25/2019,7/27/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - SOUTH SEATTLE BRANCH,560543 99068,1513 14TH ST NW,STE 102,AUBURN,WA,98001,,,,,66119,2,,,,,Ken Yanicky,779.6,0,9/26/2019,10/16/2020,14391-3,,,,Stanley Steemer
STANLEY STEEMER - SPOKANE BRANCH,560543,2710 N FELTS LN,,SPOKANE,WA,99206,,,,,67832,2,,,,,,416,192,2/12/2020,3/29/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - SPRINGDALE,560543,699 MADISON ST,,SPRINGDALE,AR,72762,,,,,66625,2,,,,,,352,399.3,11/1/2019,6/30/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - SPRINGFIELD BRANCH,560543 1020400,2837 SINGER AVE,,SPRINGFIELD,IL,62703,,,,,66145,2,,,,,Ken Yanicky,1175.2,713.6,10/2/2019,7/27/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - SYRACUSE,56043,6710 COMMERCE BLVD,,SYRACUSE,NY,13211,,,,,68196,2,,,,,,672,1065.8,5/18/2020,6/30/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - TACOMA,560543,1513 14TH ST NW,STE 102,AUBURN,WA,98001,,,,,14894,3,,,,,Ken Yanicky,0,1340.9,9/19/2019,7/27/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - TALLAHASSEE,560543,3600 WEEMS RD,STE G,TALLAHASSEE,FL,32317,,,,,66261,2,,,,,,965.8,406,10/16/2019,6/10/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - TAMPA BRANCH,560543,3705 CRESCENT PARK DR,,RIVERVIEW,FL,33578,,,,,67471,2,,,,,,3277,1807.75,12/30/2019,6/10/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - TEMPE BRANCH,560543 040967,9245 S. FARMER AVE,#106,TEMPE,AZ,85284,,,,,68115,2,,,,,Krista,12000,2624,6/5/2020,6/10/2021,14391-3,Exempt,,,Stanley Steemer
STANLEY STEEMER - TOLEDO BRANCH,560543 99010,1057 HAMILTON DR,,HOLLAND,OH,43528,,,,,66337,2,,,,,,2458.15,2356.45,10/16/2019,7/27/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - TRAVERSE CITY,560543,88 HUGHES DR,,TRAVERSE CITY,MI,49696,,,,,66101,2,,,,,Ken Yanicky,1479.25,2123.11,9/26/2019,7/27/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - TRAVERSE CITY BRANCH,560543,88 HUGHES DR,,TRAVERSE CITY,MI,49696,,,,,67010,2,,,,,,257.45,0,9/21/2020,11/13/2020,14391-3,,,,Stanley Steemer
STANLEY STEEMER - TUCSON BRANCH,560543,2520 N COYOTE DR,STE 106,TUCSON,AZ,85745,,,,,67372,2,,,,,,1776,552.3,12/27/2019,7/27/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - TULSA BRANCH,560543 99030,2341 W ALBANY ST,STE D,BROKEN ARROW,OK,74012,,,,,66305,2,,,,,,1234.9,1806.8,10/21/2019,6/25/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - TYLER BRANCH,,2010 PATRIDGE DR,,TYLER,TX,75701,,,,,68346,2,,,,,,128,0,6/26/2020,6/26/2020,14391-3,,,,Stanley Steemer
STANLEY STEEMER - VANCOUVER BRANCH,560543 99061,13151 NE AIRPORT WAY,BLDG 14,PORTLAND,OR,97230,,,,,66373,2,,,,,,752,763.5,10/31/2019,7/8/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - VESTAL,,2325 OWEGO RD,,VESTAL,NY,13850,,,,,68360,2,,,,,,64,0,7/9/2020,7/9/2020,14391-3,,,,Stanley Steemer
Stanley Steemer - Virginia Beach,560543-99042,2617 Production Ave,,Virginia Beach,VA,23454,,,,,65996,2,,,,,Ken Yanicky,240,422.95,9/19/2019,6/30/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - WEST DETROIT,560543 99083,39200 SCHOOLCRAFT RD,,LIVONIA,MI,48150,,,,,66164,2,,,,,Ken Yanicky,1454.5,368,10/2/2019,7/27/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - WEST DETROIT,560543,39200 SCHOOLCRAFT RD,,LIVONIA,MI,48150,,,,,14896,3,,,,,Ken Yanicky,2301,3586.45,9/25/2019,7/27/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - WEST SPRINGFIELD BRANC,560543,55 CIRCUIT AVENUE,UNIT# A,WEST SPRINGFIELD,MA,1089,,,,,71878,2,,,,,,0,112,5/30/2021,5/30/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - WICHITA,560543,914 E GILBERT ST,STE 200,WICHITA,KS,67211,,,,,67972,2,,,,,,277.8,237.85,3/17/2020,6/25/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - WICKLIFFE,,30030 LAKELAND BLVD,,WICKLIFFE,OH,44092,,,,,68275,2,,,,,,752,528,6/15/2020,6/30/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - WILKES BARRE BRANCH,560543,1600 HWY 315,,WILKES BARRE,PA,18702,,,,,71875,2,,,,,,0,224.5,5/30/2021,5/30/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - WILMINGTON,560543 049770,31 SOUTHGATE BLVD,,NEW CASTLE,DE,19720,,,,,66307,2,,,,,,1265.4,1413.85,10/21/2019,7/27/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - WINCHESTER BRANCH,560543 1045701,840 N. KENT STREET,SUITE 9,WINCHESTER,VA,22601,,,,,66149,2,,,,,Ken Yanicky,455.25,318.5,10/2/2019,4/23/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - WINSTON SALEM,560543,121 BACK FORTY DRIVE,,WINSTON SALEM,NC,27127,,,,,71902,2,,,,,,0,1645.8,5/28/2021,7/27/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER - YORK,560543 1075000,3635 BOARD RD,UNIT A,YORK,PA,17406,,,,,66736,2,,,,,,1128.7,1667.5,10/31/2019,7/27/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER -BUCKHANNON,560543,653 COUNTRY CLUB ROAD,,BUCKHANNON,WV,26201,,,,,72285,2,,,,,,0,165.6,6/10/2021,6/22/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER- CENTERVILLE BRANCH,560543,1800 CLARKE STREET,,CENTERVILLE,IL,62918,,,,,70913,2,,,,,,0,183.25,1/29/2021,1/29/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER- EDISON,560543,40 BRUNSWICK AVE,STE 101B,EDISON,NJ,8817,,,,,72634,2,,,,,,0,1940.25,7/8/2021,7/27/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER- FLORENCE,560543,6800 POWER LINE DRIVE,,FLORENCE,KY,41042,,,,,72260,2,,,,,,0,92,6/22/2021,6/22/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER- ROCHESTER,560543,725 SOUTH AVE,,ROCHESTER,NY,14620,,,,,71922,2,,,,,,0,16,5/30/2021,5/30/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER- TEMPLE BRANCH,2711 AIRPORT ROAD,SUITE A,,TEMPLE,TX,76504,,,,,69408,2,,,,,Ken Yanicky,240,0,9/28/2020,11/30/2020,14391-3,Exempt,,,Stanley Steemer
STANLEY STEEMER-DELRAY BEACH BRANCH,560543,2085 S CONGRESS AVE,,DELRAY BEACH,FL,33445,,,,,66950,2,,,,,Ken Yanicky,0,0,11/16/2019,11/16/2019,14391-3,,,,Stanley Steemer
STANLEY STEEMER-MCNABB BRANCH,560543,3854 E. FISH N FUN RD,,MCNABB,IL,61335,,,,,71388,2,,,,,,0,96,3/12/2021,3/29/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER-MISHAWAKA BRANCH,560543,1216 S. MERRIFIELD AVENUE,,MISHAWAKA,IN,46544,,,,,69833,2,,,,,Ken Yanicky,240,0,10/30/2020,11/6/2020,14391-3,,,,Stanley Steemer
STANLEY STEEMER-N. PHOENIX BRANCH,560543  99059,23620 N 20TH DRIVE,SUITE 22,PHOENIX,AZ,85085-0607,,,,,66343,2,,,,,Ken Yanicky,752,0,10/31/2019,9/21/2020,14391-3,,,,Stanley Steemer
STANLEY STEEMER-NEWBURGH BRANCH,560543,522 SOUTH STREET,,NEWBURGH,NY,12550,,,,,69710,2,,,,,Ken Yanicky,160,0,10/16/2020,10/16/2020,14391-3,,,,Stanley Steemer
STANLEY STEEMER-OXNARD BRANCH,560543,620 W HUENEME ROAD,,OXNARD,CA,93033,,,,,70914,2,,,,,,0,80,1/29/2021,1/29/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER-QUINCY BRANCH,560543,1032 E 1363 LANE,,QUINCY,IL,62305,,,,,69692,2,,,,,Ken Yanicky,112,0,10/9/2020,10/9/2020,14391-3,,,,Stanley Steemer
STANLEY STEEMER-RENSSELAER BRANCH,560543,4701 W 300 N,,RENSSELAER,IN,47978,,,,,70028,2,,,,,,64,0,11/6/2020,11/6/2020,14391-3,,,,Stanley Steemer
STANLEY STEEMER-RICHMOND,560543,1906 STARIGHTLINE PIKE,,RICHMOND,IN,47374,,,,,69722,2,,,,,Ken Yanicky,64,128,10/23/2020,5/28/2021,14391-3,,,,Stanley Steemer
STANLEY STEEMER-STRATFORD BRANCH,560543,1480 STRATFORD AVE,,STRATFORD,CT,6615,,,,,69949,2,,,,,,87.25,0,11/6/2020,11/6/2020,14391-3,,,,Stanley Steemer
Staples Center/GS Supervisor,Attn: Amber Watts,1111 S. Figueroa Street,STE 3100,Los Angeles,CA,90015,,(213)264-5807,,jtenorio@aegworldwide.com,72655,2,,,,,National - House,0,0,,,,,,CA Los Angeles,Staples Center
Staples Center/Security Officer,Attn: Amber Watts,1111 S. Figueroa Street,STE 3100,Los Angeles,CA,90015,,(213)264-5807,,jtenorio@aegworldwide.com,72653,2,,,,,National - House,0,0,,,,,,CA Los Angeles,Staples Center
Staples Center/Security Supervisor,Attn: Amber Watts,1111 S. Figueroa Street,STE 3100,Los Angeles,CA,90015,,(213)264-5807,,jtenorio@aegworldwide.com,72654,2,,,,,National - House,0,0,,,,,,CA Los Angeles,Staples Center
State Of Connecticut,Dept. Of Transportation,Accounts Payable,PO Box 317546,Newington,CT,06131-7546,,(860)627-3362,,adiaz@bradleyairport.com,36320,2,,,,Angie Diaz,,0,0,,,,,,,State Of Connecticut
State Of Connecticut - DCF,505 Hudson Street,,,Hartford,CT,6106,,(860)550-6327,,DCF_CO_ACCOUNTSPAYABLE@ct.gov,68091,2,,,,Dawn Alexander,Krista,89479.46,0,4/14/2020,5/27/2020,,Exempt,,,State Of Connecticut
State of Connecticut Julie Bernosky,DAS/Procurement Services,Rm G-8A  165 Capital Avenue,,Hartford,CT,06115-0414,,(860)622-2919,,julie.bernosky@po.state.ct.us,15556,2,,,,,,0,0,,,,,,,State Of Connecticut
Sterling Crane LLC,9351 Grant Street,Suite 250,,Thornton,CO,80229,,(303)422-0434,(303)431-9462,usaccountspayable@sterlingcrane.com,70864,2,,,,Chuck Cummings,Krista,0,0,,,,,,CO Adams County- Thornton,Sterling Crane LLC
Sterling Crane- Billings Branch,Attn: Manny Navas,5735 Interstate Avenue,,Billings,MT,59101,,(406)606-0622,,mnavas@sterlingcrane.com,70970,2,,,,,Krista,0,8205.18,5/11/2021,7/27/2021,70864-2,,,MT State,Sterling Crane LLC
Sterling Crane- Elko Branch,Attn: John Nachiondo,2211 North 5th Street,,Elko,NV,89801,,(775)777-5622,,jnachiondo@sterlingcrane.com,70974,2,,,,,Krista,0,10058.8,5/14/2021,6/23/2021,70864-2,,,NV Elko County,Sterling Crane LLC
Sterling Crane- Fort Collins Branch,Attn: Justin Sadler,1212 East Vine Drive,,Fort Collins,CO,80524,,(303)656-7984,,jsadler@sterlingcrane.com,70972,2,,,,,Krista,0,35396.59,5/11/2021,7/27/2021,70864-2,,,CO Larimer County-Fort Collins,Sterling Crane LLC
Sterling Crane- Grand Junction Branch,Attn: Geno Shawler,2219 Sanford Drive,,Grand Junction,CO,81505,,(970)270-2175,,gshawler@sterlingcrane.com,70973,2,,,,,Krista,0,14195.85,5/13/2021,7/20/2021,70864-2,,,CO Mesa County-Grand Junction,Sterling Crane LLC
Sterling Crane- Midland Branch,Attn: Joaquin Trevizo,11800 State Hwy 191,,Midland,TX,79707,,(830)399-3271,,jtrevizo@sterlingcrane.com,70976,2,,,,,Krista,0,84929.19,5/11/2021,7/20/2021,70864-2,,,TX Midland County - 8.25%,Sterling Crane LLC
Sterling Crane- Pleasanton Branch,Attn: Aaron Heinz,756 Eagleford Drive,,Pleasanton,TX,78064,,(830)399-3271,,aheinz@sterlingcrane.com,70975,2,,,,,Krista,0,46222.22,5/11/2021,6/2/2021,70864-2,,,TX Atascosa County- Pleasanton,Sterling Crane LLC
Sterling Crane- Tulsa Branch,Attn: James Purcell,5104 West 21st Street,,Tulsa,OK,74107,,(918)728-8613,,jpurcell@sterlingcrane.com,70977,2,,,,,Krista,0,12144.4,5/11/2021,6/10/2021,70864-2,,,OK Tulsa,Sterling Crane LLC
Sterling Crane- Williston Branch,Attn: Shawn Byrd,14184 49th Street NW,,Williston,ND,58801,,(701)580-3320,,sbyrd@sterlingcrane.com,70971,2,,,,,Krista,0,8919.95,5/11/2021,5/11/2021,70864-2,,,ND Williams County-Williston,Sterling Crane LLC
Sterling Crane-Denver Branch,Attn: Justin Sadler,9351 Grant Street,Suite 250,Thornton,CO,80209,,(303)656-7984,,jsadler@sterlingcrane.com,70969,2,,,,,Krista,0,0,,,70864-2,,,CO Adams County- Thornton,Sterling Crane LLC
Sterling Crane-Houston Highlands Branch,Attn: Brian Boudreaux,205 E. Wallsville Rd,,Highlands,TX,77562,,(281)838-9035,,bboudreaux@sterlingcrane.com,70978,2,,,,,Krista,0,23325.47,5/11/2021,7/20/2021,70864-2,,,TX Harris County 8.25%,Sterling Crane LLC
Taft Realty,,,,,,,,,,,4051,3,,,,,,0,0,,,,,,,Taft Realty
"Taft Realty Associates,  LLC",265 College Street # 2A,,,New Haven,CT,6510,USA,(203)495-8238,,sferguson@taftapartments.com,2240,3,,,,,House Account,631.4,256.85,7/31/2015,6/24/2021,,,,,Taft Realty
Arbors,1515 Veterans Memorial Highway,,,Islandia,NY,11749,,(631)582-3600,,amenze@thearborsliving.com,66741,2,,,,Allison Menze,,0,0,,,,,,,The Arbors
The Arbors At Bohemia,Attn: Donna Rassner,1065 Smithtown Avenue,,Bohemia,NY,11716,USA,(631)567-3113,,DRassner@thearborsliving.com,44182,2,,,,,Steve Baruch,960.88,282.1,4/29/2013,4/7/2021,,,,NYS Suffolk County - Both,The Arbors
The Arbors At Hauppauge,Attn: Debra Figueroa,1740 Express Drive South,,Hauppauge,NY,11788,USA,,,DFigueroa@thearborsliving.com,43863,2,,,,Debra Figueroa,Steve Baruch,4085.33,769.93,3/28/2013,4/16/2021,,,,NYS Suffolk County - Both,The Arbors
The Arbors At Islandia East,Attn: Maryann Boorum,1515 Veterans Memorial Highway,,Islandia,NY,11749,USA,(631)232-3131,,MBoorum@thearborsliving.com,43526,2,,,,X136,Steve Baruch,3867.58,1332.08,1/23/2013,7/12/2021,,,,NYS Suffolk County - Both,The Arbors
The Arbors At Islandia West,Attn:Jaqueline Osborne,1515 Veterans Memorial Highway,,Islandia,NY,11749,,(631)582-3600,,josborne@thearborsliving.com,43527,2,,,,Susan Cronin,Steve Baruch,2413.69,490.22,1/28/2013,2/26/2021,,,,NYS Suffolk County - Both,The Arbors
The Arbors At Westbury,Kristen Fennelly,45 Jericho Turnpike,,Jericho,NY,11753,,(516)333-6400,,kfennelly@thearborsliving.com,44325,2,,,,Elsa Nelmes,Steve Baruch,1735.6,175.08,6/10/2013,5/30/2021,,,,NYS Nassau County,The Arbors
The Geo Group Inc,Attn: Jason Wright,4955 Technology Way,,Boca Raton,FL,33431,,(561)430-6497,,jawright@geogroup.com,68247,2,,,,,Krista,0,0,,,,,,,The GEO Group
"The GEO Group, Inc.",ASP-Kingman,Attn: Finance,,Kingman,AZ,86402,,(928)565-2460,,,67358,2,,,,,Krista,0,0,,,,,,AZ Mohave County - Golden Vall,The GEO Group
Town Of Greenwich - M&FO,Attn: Jeff Freidaig,101 Field Point Road,,Greenwich,CT,6830,,(203)618-7651,(203)622-6494,,12099,2,,,,Jeff Freidaig,Steve National,0,0,12/19/2001,6/26/2018,,Exempt,66002006,,Town Of Greenwich
Town Of Greenwich - Parking Services,101 Field Point Road,,,Greenwich,CT,6830,,(203)618-3063,(203)618-3065,roderick.dioquino@greenwichct.org,19128,2,,,,Roderick Dioquino,Steve National,0,0,6/29/2004,10/29/2019,,Exempt,MUNICIPALITY,,Town Of Greenwich
Town Of Greenwich - Public Works,Attn: Al Monelli,101 Field Point Rd.,,Greenwich,CT,6830,,(203)622-7743,,alan.monelli@greenwichct.org,15691,2,,,,Al Monelli,Steve National,0,0,2/21/2003,6/14/2018,,Exempt,MUNICIPALITY,,Town Of Greenwich
Town Of Greenwich - The Griff,Griffith E. Harris Golf Course,Attn: Dave D'Andrea,1323 King Street,Greenwich,CT,6831,,(203)531-7158,,harrisgolf@greenwichct.org,15761,2,,,,Lou Berlingo,Steve National,0,0,3/17/2003,5/25/2018,,Exempt,MUNICIPALITY,,Town Of Greenwich
Town Of Greenwich Bruce Park,P & R Dept.-Diana Phierry,101 Field Point Road,,Greenwich,CT,6830,,,,rarias@feuryimagegroup.com,17420,2,,,,,Steve National,0,0,10/29/2003,1/22/2018,,Exempt,MUNICIPALITY,,Town Of Greenwich
Town Of Greenwich North Street Shed,P & R Dept.-Diana Phierry,101 Field Point Road,,Greenwich,CT,6830,,,,,17425,2,,,,,Steve National,0,0,11/4/2003,1/2/2018,,Exempt,MUNICIPALITY,,Town Of Greenwich
"Town Of Greenwich, Greenwich High School",Attn: MaryLew McMillan,290 Greenwich Ave 2nd Floor,,Greenwich,CT,6830,,(203)625-7450,,marylew_mcmillan@greenwich.k12.ct.us,24789,2,,,,,Steve National,0,0,4/19/2006,1/18/2018,,Exempt,MUNICIPALITY,,Town Of Greenwich
"Town Of Greenwich, Havemeyer School",Attn: MaryLew McMillan,290 Greenwich Ave 2nd Floor,,Greenwich,CT,6830,,(203)625-7450,,marylew_mcmillan@greenwich.k12.ct.us,24788,2,,,,SCHOO,Steve National,0,0,4/20/2006,1/31/2018,,Exempt,MUNICIPALITY,,Town Of Greenwich
"Town Of Greenwich, Julian Curtiss School",Attn: MaryLew McMillan,290 Greenwich Ave 2nd Floor,,Greenwich,CT,6830,,(203)625-7450,,marylew_mcmillan@greenwich.k12.ct.us,24798,2,,,,SCHOO,Steve National,0,0,4/20/2006,5/3/2018,,Exempt,MUNICIPALITY,,Town Of Greenwich
"Town Of Greenwich, North Mianus School",Attn: MaryLew McMillan,290 Greenwich Ave 2nd Floor,,Greenwich,CT,6830,,(203)625-7450,,marylew_mcmillan@greenwich.k12.ct.us,24796,2,,,,,Steve National,0,0,4/20/2006,2/21/2018,,Exempt,MUNICIPALITY,,Town Of Greenwich
"Town Of Greenwich, North Street School",Attn: MaryLew McMillan,290 Greenwich Ave 2nd Floor,,Greenwich,CT,6830,,(203)625-7450,,marylew_mcmillan@greenwich.k12.ct.us,24795,2,,,,,Steve National,0,0,4/20/2006,6/13/2018,,Exempt,MUNICIPALITY,,Town Of Greenwich
Upper Peninsula Power Company,,1002 Harbor Hills Dr,,Marquette,MI,49855,,(906)232-1419,,accountspayable@uppco.com,69361,2,,,,Victoria Jacques,Christie,0,0,,,,Exempt,,MI State - 6.00%,Upper Peninsula Power Company
Upper Peninsula Power Company - Escanaba,Escanaba Service Center,1002 Harbor Hills Dr,,Marquette,MI,49855,,(906)232-1419,,accountspayable@uppco.com,70053,2,,,,Victoria Jacques,Christie,1692.66,5356.8,11/19/2020,7/7/2021,69361-2,Exempt,,MI State - 6.00%,Upper Peninsula Power Company
Upper Peninsula Power Company - Houghton,Houghton Service Center,1002 Harbor Hills Dr,,Marquette,MI,49855,,(906)232-1419,,accountspayable@uppco.com,70047,2,,,,Victoria Jacques,Christie,8431.85,16816.63,11/20/2020,7/27/2021,69361-2,Exempt,,MI State - 6.00%,Upper Peninsula Power Company
Upper Peninsula Power Company - Iron Riv,Iron River Service Center,1002 Harbor Hills Dr,,Marquette,MI,49855,,(906)232-1419,,accountspayable@uppco.com,70049,2,,,,Victoria Jacques,Christie,1078.15,3093.75,11/24/2020,7/21/2021,69361-2,Exempt,,MI State - 6.00%,Upper Peninsula Power Company
Upper Peninsula Power Company - Ishpemin,Ishpeming Service Center,1002 Harbor Hills Dr,,Marquette,MI,49855,,(906)232-1419,,accountspayable@uppco.com,70050,2,,,,Victoria Jacques,Christie,6070.67,18480.94,11/24/2020,7/27/2021,69361-2,Exempt,,MI State - 6.00%,Upper Peninsula Power Company
Upper Peninsula Power Company - MQT Corp,MQT Corporate Office,1002 Harbor Hills Dr,,Marquette,MI,49855,,(906)232-1419,,accountspayable@uppco.com,70046,2,,,,Victoria Jacques,Christie,485.42,243.44,12/3/2020,7/21/2021,69361-2,Exempt,,MI State - 6.00%,Upper Peninsula Power Company
Upper Peninsula Power Company - Munising,Munising Service Center,1002 Harbor Hills Dr,,Marquette,MI,49855,,(906)232-1419,,accountspayable@uppco.com,70052,2,,,,Victoria Jacques,Christie,544.06,4796.27,11/20/2020,7/21/2021,69361-2,Exempt,,MI State - 6.00%,Upper Peninsula Power Company
Upper Peninsula Power Company - Ontonago,Ontonagon Service Center,1002 Harbor Hills Dr,,Marquette,MI,49855,,(906)232-1419,,accountspayable@uppco.com,70048,2,,,,Victoria Jacques,Christie,696.33,2779.95,12/23/2020,7/21/2021,69361-2,Exempt,,MI State - 6.00%,Upper Peninsula Power Company
Upper Peninsula Power Company - Victoria,Victoria Dam,1002 Harbor Hills Dr,,Marquette,MI,49855,,(906)232-1419,,accountspayable@uppco.com,70054,2,,,,Victoria Jacques,Christie,632.87,1626.9,12/3/2020,6/1/2021,69361-2,Exempt,,MI State - 6.00%,Upper Peninsula Power Company
VA   Medical Center-Purchasing,Attn: Andrew Hastie,950 Campbell Ave,,West Haven,CT,6516,,(203)932-5711,,andrew.hastie@va.gov,68107,2,,,,Ext 3208,Krista,19960,0,4/13/2020,4/13/2020,,Exempt,,,VA Medical Center
VA Medical Center,,,,,,,,,,,68149,2,,,,,,0,0,,,,Exempt,,,VA Medical Center
VA Medical Center Miami Florida,Attn: Dyrol O. Forbe,Acquisition Liaison,1201 NW 16th Street,Miami,FL,33125,,(305)575-7000,,KATJA.BRADLEY@VA.GOV,68151,2,,,,Dyrol O. Forbes,Krista,19740,0,5/7/2020,5/7/2020,,Exempt,GOV,,VA Medical Center
